label,ext_thumb,dirz_thumb,z_thumb,r_thumb,ext_index,dirz_index,z_index,r_index,ext_middle,dirz_middle,z_middle,r_middle,ext_ring,dirz_ring,z_ring,r_ring,ext_pinky,dirz_pinky,z_pinky,r_pinky,theta_index_middle,theta_middle_ring,theta_ring_pinky,theta_thumb_index,delta_index_middle,delta_index_ring,delta_thumb_index,ang_index_PIP,ang_index_DIP
Q,0.111829,0.58472,1.319456,1.195354,0.140713,0.725825,1.075492,1.537454,0.38745,0.870491,0.617898,0.47811,0.372267,0.72351,0.610124,0.602486,0.319528,0.756242,0.582036,0.560932,1.244844,0.368967,0.607988,0.283899,1.440071,1.71248,0.957125,2.809574,2.793701
Q,0.099761,0.611758,1.298963,1.216561,0.136213,0.731602,1.033697,1.470388,0.381924,0.883803,0.604795,0.470598,0.365844,0.734628,0.594869,0.583698,0.313862,0.765932,0.552515,0.534997,1.201709,0.388002,0.629787,0.186144,1.351765,1.627561,0.899373,2.81664,2.839777
Q,0.109361,0.616668,1.303406,1.208559,0.13912,0.718698,1.041342,1.506427,0.386112,0.860415,0.584093,0.440436,0.372283,0.714295,0.575157,0.56828,0.319024,0.747959,0.545826,0.53823,1.283309,0.346343,0.624277,0.170893,1.41904,1.684533,0.948925,2.814996,2.801718
Q,0.12671,0.542524,1.416019,1.242763,0.126732,0.691373,1.192902,1.713382,0.417244,0.892941,0.643607,0.446414,0.3861,0.72949,0.642188,0.541044,0.327174,0.667791,0.566275,0.518793,1.254721,0.399434,0.513552,0.301319,1.561731,1.807827,1.160046,2.843335,2.874202
Q,0.16483,0.441249,0.899878,0.809693,0.123385,0.629047,0.786872,1.273515,0.432711,0.922303,0.328015,0.238064,0.385903,0.707033,0.412769,0.332743,0.313686,0.737722,0.499516,0.443451,1.261637,0.38886,0.473663,0.419339,1.080086,1.286832,0.921149,2.842434,2.933473
Q,0.178785,0.458922,0.868786,0.787489,0.12604,0.616771,0.725599,1.236712,0.433366,0.893282,0.277888,0.189289,0.394205,0.6768,0.369855,0.320068,0.316684,0.732061,0.469745,0.43601,1.371894,0.391767,0.535302,0.375545,1.089364,1.283169,0.917835,2.860322,2.91947
Q,0.195433,0.467822,0.818807,0.747278,0.134159,0.614002,0.659716,1.136769,0.447216,0.790023,0.173341,0.099341,0.407687,0.621908,0.293816,0.281306,0.332896,0.757393,0.407086,0.42007,1.568918,0.314773,0.598295,0.314049,1.045703,1.212495,0.814667,2.824318,2.884795
Q,0.214871,0.45253,0.83783,0.76616,0.13951,0.622301,0.718862,1.229771,0.433653,0.921751,0.280987,0.205268,0.38314,0.751336,0.419895,0.355245,0.282792,0.80408,0.529821,0.481474,1.294166,0.411653,0.519349,0.341303,1.066494,1.213647,0.896815,2.802787,2.861119
Q,0.199114,0.464963,0.910965,0.836614,0.138254,0.61328,0.748621,1.291542,0.432625,0.968895,0.33944,0.266775,0.380477,0.781547,0.457936,0.383006,0.296484,0.794198,0.534125,0.482363,1.137665,0.52811,0.480689,0.319696,1.080629,1.265629,0.93567,2.775462,2.873181
Q,0.243024,0.433961,0.843465,0.79769,0.166608,0.617266,0.680779,1.245113,0.452937,0.764794,0.158902,0.11912,0.415042,0.649699,0.320399,0.308538,0.309182,0.823917,0.469936,0.467848,1.550311,0.520175,0.643715,0.31642,1.138065,1.285931,0.90188,2.692157,2.676162
Q,0.179967,0.472548,0.8859,0.794849,0.122683,0.599963,0.714253,1.208121,0.449866,0.852875,0.215205,0.118253,0.407692,0.614628,0.318675,0.292025,0.338382,0.72906,0.441481,0.406132,1.467045,0.446832,0.669748,0.297399,1.104171,1.295371,0.862886,2.865543,2.926399
Q,0.191924,0.456099,0.890648,0.814199,0.135648,0.614497,0.733625,1.262562,0.448519,0.793666,0.207059,0.116991,0.408386,0.611342,0.329329,0.311614,0.324305,0.753696,0.465727,0.433482,1.533207,0.4618,0.674137,0.3087,1.171216,1.347019,0.896942,2.805933,2.845244
Q,0.172061,0.47598,0.942929,0.841434,0.115798,0.629344,0.818181,1.322798,0.421328,0.917662,0.369362,0.263455,0.388452,0.752816,0.448545,0.386809,0.306032,0.745599,0.526555,0.451117,1.227608,0.531379,0.632095,0.324029,1.160628,1.367759,0.929931,2.920076,2.944731
Q,0.165232,0.479631,0.962537,0.863338,0.126647,0.611912,0.812738,1.349315,0.416161,0.884804,0.386807,0.288191,0.388228,0.748512,0.451186,0.407848,0.307831,0.768086,0.538818,0.471013,1.243839,0.552634,0.703818,0.25598,1.203064,1.424824,0.950631,2.918309,2.888728
Q,0.18057,0.455882,0.88461,0.796008,0.120629,0.57411,0.733915,1.281086,0.428744,0.853604,0.298615,0.202295,0.388653,0.751988,0.426545,0.384147,0.298775,0.810816,0.553274,0.483008,1.358616,0.509889,0.71664,0.221572,1.170417,1.348115,0.911767,2.91304,2.941484
Q,0.167522,0.480153,0.930136,0.836783,0.126402,0.59475,0.748792,1.261192,0.425519,0.657739,0.252994,0.186524,0.3998,0.613093,0.353118,0.376028,0.326445,0.728181,0.461619,0.427148,1.565407,0.553839,0.826588,0.200284,1.246903,1.415754,0.897727,2.853966,2.940537
Q,0.166768,0.481271,0.935804,0.850244,0.138429,0.60375,0.753311,1.280082,0.410578,0.824673,0.359163,0.282935,0.383382,0.773341,0.454558,0.426794,0.309005,0.794021,0.506307,0.468132,1.297272,0.538386,0.70738,0.209623,1.176684,1.362697,0.894108,2.835742,2.843021
Q,0.166546,0.464998,0.943826,0.862984,0.133881,0.596353,0.77202,1.321168,0.412532,0.804677,0.347716,0.266748,0.389639,0.744687,0.435029,0.419286,0.310271,0.775285,0.502522,0.462543,1.338567,0.533785,0.74871,0.219435,1.227263,1.427336,0.915625,2.882119,2.865885
Q,0.139961,0.498689,1.0362,0.939332,0.126746,0.611013,0.830087,1.367741,0.414142,0.735814,0.342769,0.26676,0.389274,0.696102,0.439997,0.434832,0.311814,0.749342,0.515572,0.469919,1.414901,0.536184,0.774392,0.175213,1.316288,1.503798,0.942197,2.882912,2.937089
C,0.081287,0.343876,0.859601,1.553531,0.232687,0.705113,0.656116,0.774599,0.220565,0.772893,0.715283,0.921739,0.191106,0.84975,0.752089,1.004665,0.161091,0.80946,0.765887,1.034275,0.113936,0.207171,0.218441,1.408087,0.374435,0.573571,1.451178,2.270735,2.333065
C,0.078039,0.364206,0.876994,1.51876,0.230469,0.695935,0.653594,0.77721,0.218177,0.764461,0.707433,0.919604,0.188461,0.843245,0.741553,1.005374,0.158086,0.798569,0.753525,1.035413,0.116934,0.209598,0.221821,1.385724,0.37383,0.572113,1.41193,2.296646,2.333534
C,0.079446,0.350662,0.88362,1.547246,0.236193,0.735141,0.692012,0.793362,0.224243,0.777214,0.736396,0.93236,0.191993,0.860723,0.782908,1.033654,0.162312,0.831784,0.798545,1.049084,0.113644,0.216398,0.234466,1.38961,0.4035,0.603324,1.42217,2.283006,2.292263
C,0.077562,0.355675,0.897598,1.560221,0.238414,0.740816,0.693611,0.792683,0.228956,0.772207,0.733779,0.928317,0.19772,0.870784,0.786105,1.024155,0.167785,0.849543,0.815932,1.048581,0.132817,0.24254,0.237207,1.381192,0.427393,0.608961,1.421234,2.292017,2.27006
C,0.081648,0.372552,0.960612,1.604153,0.236223,0.733355,0.69471,0.815054,0.228011,0.764709,0.734969,0.942588,0.201401,0.854205,0.779644,1.03997,0.161761,0.834257,0.821591,1.083384,0.159722,0.220116,0.219294,1.30919,0.43854,0.639211,1.417135,2.28494,2.271514
C,0.077518,0.406297,1.028245,1.617281,0.234099,0.764132,0.726642,0.817547,0.226019,0.775732,0.752267,0.941967,0.202706,0.859719,0.80374,1.050211,0.16274,0.844817,0.843715,1.089302,0.12603,0.189427,0.227663,1.272985,0.437594,0.662408,1.376239,2.363096,2.22858
C,0.072007,0.4124,0.988279,1.531361,0.230293,0.739616,0.696569,0.806967,0.223779,0.758071,0.717028,0.92261,0.199437,0.850103,0.765972,1.023995,0.166383,0.821811,0.794376,1.060103,0.131184,0.207223,0.241615,1.271177,0.429176,0.641219,1.32261,2.361138,2.260811
C,0.075693,0.480903,1.062412,1.541653,0.228441,0.775566,0.755392,0.818425,0.209202,0.814434,0.808892,0.967882,0.190741,0.872274,0.822109,1.036713,0.158899,0.821276,0.813467,1.0651,0.064648,0.16144,0.221036,1.266737,0.358342,0.572873,1.337031,2.338378,2.323019
C,0.080636,0.435986,0.952892,1.498154,0.233993,0.763237,0.716253,0.788667,0.21262,0.810527,0.770379,0.93457,0.190621,0.871448,0.794567,1.015786,0.157515,0.815191,0.781695,1.065592,0.076747,0.166336,0.202164,1.309108,0.343433,0.564439,1.323282,2.326261,2.250537
C,0.070986,0.38573,0.89941,1.529964,0.231027,0.755327,0.714526,0.794415,0.216293,0.81784,0.775641,0.93477,0.191425,0.873565,0.795439,1.011649,0.156873,0.807978,0.775402,1.062944,0.101496,0.164636,0.210484,1.35215,0.328449,0.547201,1.37519,2.304144,2.299974
C,0.070614,0.333973,0.8063,1.538796,0.23024,0.737261,0.652844,0.778696,0.218904,0.808378,0.719178,0.895836,0.191863,0.859984,0.744165,0.978248,0.164865,0.79185,0.730665,1.032492,0.117867,0.17224,0.197425,1.33515,0.349367,0.577827,1.371912,2.229567,2.340905
C,0.074237,0.336656,0.801687,1.480358,0.225095,0.723934,0.608746,0.767237,0.216839,0.78139,0.664053,0.870319,0.184333,0.830792,0.700386,0.944186,0.164673,0.774247,0.717512,1.006469,0.096664,0.215517,0.152789,1.254705,0.369305,0.573435,1.269323,2.288567,2.35137
C,0.076191,0.336682,0.816353,1.490815,0.222223,0.741572,0.649104,0.777239,0.216621,0.775135,0.695987,0.909721,0.184059,0.828661,0.725042,0.98756,0.160959,0.786273,0.757363,1.046132,0.063594,0.197191,0.169905,1.299363,0.386132,0.594315,1.306568,2.29094,2.380904
O,0.096487,0.413947,1.005971,1.193751,0.28622,0.929374,1.08728,0.933302,0.29878,0.894437,1.036818,0.962502,0.282791,0.88641,0.990585,1.00756,0.266846,0.984796,0.825522,0.949875,0.086259,0.130659,0.306778,1.498547,0.442182,0.624499,0.789993,2.168286,2.433412
O,0.079049,0.427235,0.981068,1.173552,0.283413,0.93115,1.061639,0.913499,0.296847,0.893485,0.998536,0.930021,0.284843,0.888897,0.936431,0.9519,0.266788,0.983816,0.776245,0.92242,0.093423,0.143566,0.296276,1.478789,0.443916,0.611572,0.775625,2.199726,2.433292
O,0.092342,0.415458,0.991903,1.221358,0.28144,0.957125,1.115546,0.972948,0.301169,0.92889,1.046591,0.938646,0.285208,0.917911,0.992569,0.965309,0.268014,0.994956,0.810165,0.865382,0.087521,0.125282,0.357264,1.428598,0.444549,0.639325,0.751014,2.142551,2.439482
O,0.081531,0.496115,1.144488,1.277709,0.280032,0.955144,1.166177,1.003957,0.298795,0.91595,1.110045,1.003288,0.286192,0.901682,1.052483,1.026312,0.268348,0.996206,0.855281,0.913078,0.112471,0.131728,0.365803,1.332411,0.461206,0.651411,0.727805,2.184829,2.434402
O,0.046954,0.479932,0.863004,1.065734,0.287927,0.940759,0.835797,0.725445,0.307471,0.93517,0.777134,0.671927,0.287758,0.907611,0.743006,0.731515,0.281616,0.972661,0.58599,0.681872,0.055247,0.157449,0.418996,1.394844,0.338374,0.572589,0.629308,2.126848,2.420426
O,0.073068,0.51416,1.081641,1.231384,0.288273,0.974297,0.971789,0.852765,0.301842,0.953121,0.971759,0.833103,0.274043,0.936108,0.97349,0.905708,0.263838,0.989242,0.750621,0.805956,0.094649,0.0962,0.293639,1.246532,0.394942,0.633164,0.619238,2.150653,2.346524
O,0.097097,0.484814,1.178809,1.297628,0.288002,0.980472,1.059895,0.925378,0.302321,0.962536,1.060896,0.880796,0.277313,0.948272,1.072988,0.944812,0.267366,0.983752,0.832001,0.815652,0.084349,0.0598,0.272209,1.262596,0.374838,0.618327,0.56756,2.11836,2.371348
O,0.07988,0.550045,1.315076,1.419304,0.291562,0.996204,1.072348,0.977029,0.310991,0.972427,1.054175,0.867365,0.282417,0.962282,1.093935,0.934002,0.259494,0.974082,0.909493,0.825785,0.148723,0.042291,0.301075,1.062058,0.377627,0.638798,0.572318,2.082449,2.245885
O,0.038016,0.565955,1.048216,1.239468,0.287001,0.985946,0.92327,0.840545,0.307214,0.970403,0.88102,0.742412,0.274362,0.94573,0.946115,0.848288,0.26009,0.96397,0.739999,0.729825,0.107325,0.122457,0.340978,1.136517,0.347133,0.584498,0.609363,2.141393,2.332314
O,0.053703,0.542509,1.048351,1.254386,0.279979,0.98954,0.905067,0.836972,0.307887,0.96236,0.86112,0.729515,0.272044,0.952183,0.914028,0.829842,0.260012,0.934272,0.709284,0.674915,0.133677,0.107459,0.442044,1.142135,0.401944,0.622446,0.595625,2.151392,2.382505
O,0.05859,0.552346,1.225382,1.420058,0.284287,0.99023,1.100154,1.006828,0.307401,0.958611,1.016012,0.854829,0.285162,0.92457,1.011465,0.909919,0.283635,0.927869,0.76633,0.747753,0.149922,0.104247,0.358176,1.11171,0.422508,0.698302,0.622697,2.191223,2.317987
O,0.063406,0.471636,0.982857,1.22296,0.294455,0.959529,0.942764,0.827055,0.319176,0.912588,0.842959,0.720239,0.300555,0.852629,0.822691,0.8125,0.298578,0.923593,0.642932,0.787088,0.140489,0.170016,0.269443,1.365015,0.40974,0.667319,0.674863,2.125437,2.370707
O,0.071258,0.543739,1.132805,1.248416,0.285392,0.956767,1.07478,0.919921,0.31206,0.913189,0.961479,0.838355,0.292051,0.886816,0.956128,0.928687,0.280574,0.984448,0.767667,0.856424,0.130558,0.126671,0.331379,1.273904,0.432132,0.651339,0.654632,2.151889,2.385305
O,0.051259,0.518802,1.168395,1.313744,0.287293,0.962348,1.111183,0.962116,0.31306,0.920621,1.00609,0.892167,0.287849,0.888523,1.002602,0.983714,0.28857,0.981396,0.802317,0.899475,0.130878,0.143495,0.309803,1.277964,0.437937,0.668497,0.718557,2.168645,2.364993
O,0.054123,0.542708,1.10152,1.298725,0.274033,0.957366,1.191122,1.043275,0.294323,0.910871,1.104028,1.036787,0.276254,0.908257,1.044751,1.04798,0.267123,0.993371,0.823894,0.935307,0.132398,0.13968,0.321047,1.2651,0.488444,0.647211,0.831829,2.173683,2.469694
O,0.061353,0.543328,1.05661,1.229801,0.281006,0.93391,1.114589,0.965911,0.296548,0.88482,1.021832,0.977211,0.277321,0.903121,0.974424,0.99582,0.259274,0.990109,0.78256,0.925099,0.119295,0.133027,0.303399,1.329312,0.47436,0.603551,0.810493,2.190985,2.410305
C,0.170104,0.236119,1.173485,1.684383,0.155499,0.44336,1.31094,2.763619,0.132311,0.543492,1.427749,2.914048,0.130484,0.523583,1.247591,2.643795,0.106062,0.462638,1.140491,2.311418,0.123745,0.056678,0.194253,0.714825,0.455942,0.737719,3.299727,2.495423,2.434779
C,0.19057,0.022985,0.722833,1.405204,0.146662,0.437611,1.19682,2.481213,0.12966,0.555799,1.312961,2.623693,0.125453,0.543749,1.159478,2.387643,0.115864,0.502651,1.122494,2.122538,0.136612,0.031691,0.187177,0.764727,0.364394,0.581634,2.970055,2.622081,2.47203
C,0.175686,-0.031752,0.691415,1.617033,0.14614,0.461863,1.40249,2.766855,0.129313,0.572901,1.540622,2.972585,0.133195,0.587659,1.420723,2.713826,0.128184,0.52466,1.28925,2.364548,0.132303,0.027976,0.158581,0.842154,0.434643,0.602437,3.394919,2.580666,2.440414
C,0.175645,0.247265,1.106237,1.489624,0.154162,0.510785,1.324526,2.484971,0.127939,0.618801,1.48134,2.651919,0.133328,0.621809,1.314886,2.408997,0.124223,0.55782,1.201236,2.089481,0.1319,0.047496,0.161001,0.792851,0.39739,0.665362,2.950304,2.534805,2.416853
C,0.162228,0.157213,1.155473,2.20579,0.160617,0.499619,1.706511,3.117542,0.123367,0.535367,1.676265,3.457017,0.129833,0.527629,1.508984,3.174083,0.101853,0.454954,1.339885,2.776776,0.041785,0.044488,0.172158,0.786838,0.524035,0.653836,3.808423,2.619425,2.360068
C,0.17015,0.661209,1.337607,1.206987,0.166452,0.567329,0.940484,1.671327,0.145618,0.691399,1.069968,1.675144,0.150968,0.71473,0.94734,1.462095,0.135188,0.594539,0.828019,1.283357,0.174471,0.080273,0.196261,0.580392,0.307624,0.69245,1.734753,2.568933,2.363027
C,0.070356,0.757252,1.42286,1.439253,0.183913,0.626031,0.930943,1.524434,0.14625,0.731076,1.086101,1.562216,0.162094,0.791548,0.96792,1.370047,0.132794,0.701406,0.805627,1.131426,0.14396,0.228812,0.27756,0.259127,0.428474,0.943882,1.325813,2.52493,2.404587
C,0.07157,0.73843,1.377602,1.409555,0.180745,0.631898,0.864614,1.458894,0.157707,0.730545,1.040669,1.516373,0.146503,0.797881,0.93638,1.320165,0.132418,0.685459,0.754585,1.044815,0.140634,0.175565,0.336983,0.192411,0.450014,0.869606,1.169555,2.545373,2.414425
C,0.059618,0.708694,1.259301,1.358565,0.187221,0.684271,0.8794,1.360931,0.158243,0.763611,1.026901,1.422076,0.159389,0.851794,0.930923,1.225752,0.150311,0.739388,0.764158,0.952252,0.118002,0.210327,0.411489,0.207844,0.41646,0.846111,1.026059,2.462196,2.431496
C,0.053527,0.704526,1.231159,1.377963,0.200037,0.697184,0.846139,1.290721,0.162509,0.810992,1.035379,1.330216,0.163313,0.893372,0.93652,1.160235,0.156883,0.807681,0.782969,0.954697,0.181022,0.236221,0.375224,0.2618,0.459826,0.897782,1.008063,2.355793,2.416084
C,0.050888,0.684711,1.331367,1.527504,0.192044,0.671861,0.889655,1.394658,0.155445,0.783099,1.081309,1.452906,0.15694,0.856697,0.988031,1.287687,0.150718,0.765427,0.796235,1.001229,0.169062,0.221932,0.384677,0.336581,0.457141,0.912693,1.15032,2.421639,2.410774
C,0.054781,0.691434,1.235346,1.428366,0.202429,0.678751,0.796883,1.233587,0.168267,0.768198,0.961412,1.31218,0.160318,0.840663,0.871115,1.173288,0.149205,0.767274,0.708365,0.945555,0.138257,0.191654,0.343873,0.383068,0.441541,0.83103,1.034227,2.403796,2.359565
C,0.048312,0.694375,1.319615,1.529635,0.200614,0.687415,0.874875,1.358013,0.166091,0.795917,1.031545,1.360599,0.165758,0.871898,0.945347,1.204222,0.159153,0.790687,0.779137,0.963549,0.175218,0.223528,0.364248,0.345429,0.453952,0.913589,1.124391,2.430038,2.34958
C,0.050606,0.713586,1.342542,1.500221,0.18924,0.666515,0.876923,1.36912,0.159467,0.795026,1.045183,1.370219,0.167631,0.859722,0.923809,1.189996,0.154082,0.80149,0.779808,0.970766,0.191994,0.233257,0.362138,0.396331,0.42837,0.895567,1.174492,2.445887,2.448905
C,0.055511,0.734438,1.403202,1.540289,0.189871,0.669139,0.897768,1.401427,0.154593,0.785355,1.057016,1.405829,0.164167,0.855593,0.94717,1.227503,0.149357,0.778921,0.771591,0.974494,0.175976,0.23267,0.392654,0.385427,0.43596,0.900505,1.209451,2.460224,2.429456
C,0.066345,0.759153,1.462996,1.539937,0.183758,0.655435,0.908302,1.45403,0.151215,0.774111,1.099244,1.484795,0.16671,0.849835,0.967591,1.261531,0.149732,0.777698,0.810125,1.000815,0.172308,0.226723,0.346316,0.264725,0.442489,0.905962,1.212961,2.488313,2.393204
C,0.059273,0.731022,1.414596,1.525597,0.186052,0.66516,0.918211,1.456466,0.161258,0.774855,1.106945,1.497548,0.167024,0.841123,0.956505,1.265522,0.152802,0.76539,0.806959,1.003627,0.163835,0.211228,0.344151,0.231366,0.454634,0.910826,1.156377,2.484511,2.373435
C,0.06676,0.752175,1.647327,1.706571,0.178373,0.660121,1.03172,1.645614,0.152476,0.76386,1.226622,1.690867,0.164921,0.842533,1.096651,1.434726,0.147284,0.749314,0.929772,1.129639,0.149711,0.210285,0.33813,0.1749,0.454318,0.929425,1.32556,2.554528,2.373568
C,0.069435,0.760431,1.51269,1.541446,0.181747,0.654396,0.963453,1.559318,0.157196,0.781536,1.169236,1.571943,0.167455,0.859082,1.033039,1.315291,0.15298,0.753641,0.853554,1.027274,0.184047,0.211404,0.360957,0.179446,0.442187,0.908297,1.264644,2.568411,2.352257
C,0.056923,0.707796,1.451288,1.52691,0.175764,0.651079,0.954005,1.560874,0.158313,0.767829,1.109732,1.526253,0.16372,0.841223,0.977637,1.289412,0.152322,0.73956,0.830249,1.027063,0.167033,0.223672,0.341599,0.131016,0.433109,0.938674,1.194435,2.548926,2.374244
C,0.03765,0.614716,1.184308,1.468634,0.197132,0.700464,0.902444,1.348737,0.168105,0.837767,1.068716,1.32189,0.177262,0.913573,0.985765,1.177677,0.172404,0.864644,0.800056,0.957631,0.22085,0.283487,0.351214,0.511793,0.434031,0.954461,1.150222,2.374002,2.477571
C,0.029278,0.650941,1.352701,1.594632,0.19155,0.669258,0.948704,1.500864,0.153816,0.801421,1.155495,1.514029,0.169002,0.899066,1.040076,1.262772,0.1675,0.843743,0.840768,0.97752,0.200481,0.333139,0.385905,0.379514,0.461445,1.053826,1.206094,2.367276,2.436333
C,0.038498,0.642391,1.336861,1.590527,0.191314,0.689702,0.990743,1.506583,0.156392,0.819154,1.174557,1.494615,0.170564,0.903465,1.049026,1.258003,0.166399,0.830185,0.845143,0.975912,0.200579,0.295661,0.389356,0.416851,0.440414,1.007691,1.208291,2.404208,2.447679
C,0.036121,0.659356,1.451231,1.648134,0.184855,0.654357,1.029139,1.65407,0.149636,0.79545,1.240321,1.633554,0.169631,0.883892,1.116302,1.371343,0.157546,0.80546,0.910221,1.057309,0.206468,0.298233,0.350271,0.310822,0.440516,1.041629,1.313627,2.437964,2.43193
C,0.037541,0.660569,1.389609,1.59976,0.185906,0.662682,1.022823,1.632884,0.155553,0.813837,1.248138,1.606431,0.170169,0.913159,1.132657,1.336393,0.164096,0.825827,0.920543,1.040231,0.226392,0.30542,0.365732,0.271136,0.472271,1.068229,1.275412,2.418628,2.422593
O,0.079589,0.31931,0.63004,0.879202,0.283412,0.881903,0.76486,0.656026,0.286884,0.928582,0.810158,0.733934,0.24716,0.925854,0.743717,0.797709,0.239015,0.995202,0.651829,0.812977,0.147248,0.112786,0.293443,1.570466,0.295207,0.552523,0.655718,2.181899,2.46763
O,0.08658,0.300584,0.630699,0.927824,0.275588,0.904126,0.816498,0.704704,0.284337,0.947883,0.844033,0.757115,0.243459,0.940977,0.773155,0.819282,0.242417,0.997745,0.67237,0.820956,0.159612,0.086551,0.283809,1.54999,0.281818,0.563214,0.718285,2.191351,2.504211
O,0.094641,0.30979,0.626384,0.8859,0.276327,0.911176,0.801493,0.696275,0.285291,0.947853,0.833759,0.747141,0.247384,0.941146,0.755063,0.793507,0.24667,0.993419,0.647119,0.782674,0.156992,0.095487,0.296238,1.521042,0.290918,0.562245,0.646196,2.13702,2.519879
O,0.114313,0.286581,0.580875,0.821239,0.275288,0.926472,0.827299,0.724259,0.279975,0.958788,0.865506,0.773251,0.248782,0.950723,0.780074,0.802154,0.256496,0.996436,0.664731,0.786133,0.170833,0.102441,0.306604,1.486018,0.289463,0.556529,0.611977,2.198657,2.494881
O,0.103952,0.282506,0.640745,0.883274,0.272186,0.914876,0.87393,0.758698,0.276711,0.951258,0.905626,0.818101,0.24426,0.951135,0.804054,0.843833,0.241467,0.998297,0.678982,0.83123,0.136374,0.081718,0.306503,1.499306,0.289428,0.559804,0.678624,2.138843,2.504539
O,0.086522,0.274523,0.632702,0.902496,0.273161,0.908249,0.864968,0.748022,0.280321,0.943322,0.885721,0.795687,0.254032,0.936809,0.79816,0.840287,0.240048,0.998229,0.688904,0.838133,0.142261,0.079862,0.302508,1.562608,0.2832,0.564727,0.710888,2.124444,2.556331
O,0.102928,0.277681,0.61749,0.852531,0.273232,0.915064,0.88427,0.768356,0.278186,0.944491,0.89951,0.809395,0.251617,0.93517,0.792428,0.83606,0.245659,0.998225,0.67817,0.826086,0.169803,0.079612,0.302653,1.50823,0.288811,0.570874,0.673685,2.180126,2.504
O,0.114871,0.308683,0.626598,0.882308,0.281266,0.902127,0.839814,0.730393,0.283077,0.946354,0.870445,0.785705,0.240165,0.94461,0.78093,0.825115,0.235995,0.997867,0.69188,0.825792,0.187518,0.061295,0.286972,1.52869,0.266535,0.543851,0.688747,2.207412,2.437195
O,0.117643,0.266454,0.597415,0.822941,0.272052,0.912126,0.855224,0.739029,0.279741,0.949152,0.875078,0.780094,0.256963,0.945711,0.797212,0.820378,0.255541,0.99888,0.684251,0.809255,0.18903,0.082463,0.310565,1.524315,0.270638,0.536506,0.649464,2.167977,2.524501
O,0.098769,0.267006,0.610477,0.86079,0.272631,0.9237,0.882282,0.76722,0.281003,0.955206,0.893725,0.793448,0.258298,0.941202,0.804367,0.831895,0.246855,0.998268,0.694204,0.824623,0.167674,0.082095,0.296239,1.528937,0.274399,0.570926,0.669847,2.189502,2.506307
O,0.106463,0.296231,0.622122,0.790212,0.270752,0.942179,0.90718,0.800814,0.279365,0.958509,0.942433,0.842503,0.256641,0.946467,0.850321,0.857736,0.255537,0.99996,0.731284,0.849467,0.161324,0.10832,0.322159,1.427751,0.30325,0.575195,0.558321,2.223804,2.47262
O,0.103465,0.237922,0.571388,0.819338,0.269415,0.924559,0.900035,0.7878,0.272288,0.949434,0.924895,0.832964,0.249844,0.934349,0.836347,0.875135,0.24399,0.999849,0.703351,0.83817,0.17206,0.088896,0.349337,1.539052,0.290479,0.584181,0.682083,2.182908,2.530926
O,0.08851,0.290527,0.653921,0.9092,0.265147,0.926609,0.923449,0.806982,0.274793,0.955662,0.949816,0.852869,0.247144,0.952605,0.852778,0.881152,0.240283,0.999592,0.732415,0.860422,0.16924,0.052649,0.284257,1.480443,0.28464,0.569315,0.707449,2.197036,2.52935
O,0.087429,0.297827,0.653196,0.864644,0.261517,0.941214,0.948335,0.835771,0.271556,0.962621,0.989142,0.888047,0.247702,0.956891,0.883267,0.901997,0.245102,0.998955,0.739374,0.864473,0.165038,0.062213,0.311081,1.421814,0.304907,0.588576,0.644897,2.180926,2.541775
O,0.090474,0.27899,0.623927,0.884486,0.26504,0.940071,0.918379,0.809734,0.276748,0.961256,0.95365,0.852604,0.252445,0.947752,0.853246,0.869788,0.247303,0.999017,0.724856,0.840285,0.180123,0.08508,0.301667,1.468888,0.292691,0.582862,0.675082,2.15647,2.533894
O,0.094983,0.231528,0.587305,0.891813,0.273873,0.926015,0.858445,0.750708,0.279056,0.953548,0.893054,0.796748,0.251247,0.939745,0.811871,0.83777,0.248906,0.998522,0.696111,0.819351,0.169849,0.095703,0.313564,1.58112,0.287719,0.576192,0.700738,2.144679,2.49971
O,0.10705,0.306654,0.650753,0.835291,0.269033,0.924478,0.897564,0.78329,0.285068,0.938018,0.909013,0.820519,0.253759,0.927042,0.795633,0.837196,0.259003,0.999614,0.649805,0.791138,0.166871,0.099833,0.360732,1.448057,0.319696,0.590614,0.607567,2.187167,2.521326
O,0.115245,0.311043,0.662773,0.861587,0.279196,0.913173,0.886784,0.773727,0.282996,0.945081,0.900882,0.815703,0.246246,0.928432,0.783165,0.843429,0.251295,0.996509,0.663038,0.825189,0.175106,0.10572,0.298039,1.432897,0.297798,0.594871,0.636067,2.232774,2.397909
O,0.0981,0.259328,0.579572,0.803124,0.286025,0.879252,0.812249,0.697417,0.292322,0.927139,0.837419,0.75447,0.259377,0.894869,0.740555,0.802873,0.249548,0.984638,0.666413,0.821811,0.167098,0.139515,0.3088,1.655166,0.268205,0.554001,0.655611,2.169241,2.47736
O,0.061269,0.302554,0.532602,0.824098,0.294763,0.851343,0.635576,0.5526,0.292636,0.887132,0.682871,0.627426,0.250463,0.871934,0.617274,0.716054,0.230493,0.984279,0.533952,0.757332,0.101425,0.134838,0.338065,1.726834,0.318633,0.590628,0.602526,2.035835,2.482591
